"level","Scenario[Scenario]","Simulated Levels [1][Simulated Levels\Total]","Simulated Levels [1]_3678075716_3678075718[Simulated Levels\FX EUR]"
"0","20250414","0.997015853067","0.997015853067"
"0","20250415","1.00405424456","1.00405424456"
"0","20250416","0.994386663577","0.994386663577"
"0","20250417","1.003280123","1.003280123"
"0","20250418","1","1"
"0","20250421","0.984786661381","0.984786661381"
"0","20250422","1.00208013002","1.00208013002"
"0","20250423","1.01301132601","1.01301132601"
"0","20250424","0.997584262115","0.997584262115"
"0","20250425","1.00051292478","1.00051292478"
"0","20250428","0.99892238422","0.99892238422"
"0","20250429","0.999538590825","0.999538590825"
"0","20250430","1.00163991742","1.00163991742"
"0","20250501","1.00882696283","1.00882696283"
"0","20250502","0.990950616053","0.990950616053"
"0","20250505","1.00302745404","1.00302745404"
"0","20250506","0.999691322369","0.999691322369"
"0","20250507","0.997428366762","0.997428366762"
"0","20250508","1.00923751924","1.00923751924"
"0","20250509","1.00093112392","1.00093112392"
"0","20250512","1.01620414208","1.01620414208"
"0","20250513","0.994697545446","0.994697545446"
"0","20250514","0.994669272116","0.994669272116"
"0","20250515","1.00275729032","1.00275729032"
"0","20250516","1.00328529767","1.00328529767"
"0","20250519","0.989750212899","0.989750212899"
"0","20250520","0.998444817168","0.998444817168"
"0","20250521","0.992493288814","0.992493288814"
"0","20250522","1.00642993343","1.00642993343"
"0","20250523","0.993172363346","0.993172363346"
"0","20250526","0.995886112213","0.995886112213"
"0","20250527","1.00440689095","1.00440689095"
"0","20250528","1.00406353877","1.00406353877"
"0","20250529","0.994993153867","0.994993153867"
"0","20250530","0.999794414343","0.999794414343"
"0","20250602","0.991469698304","0.991469698304"
"0","20250603","1.00438723711","1.00438723711"
"0","20250604","0.99580103138","0.99580103138"
"0","20250605","0.997550881182","0.997550881182"
"0","20250606","1.00697555095","1.00697555095"
"0","20250609","0.998002315831","0.998002315831"
"0","20250610","0.998210270851","0.998210270851"
"0","20250611","0.994230581568","0.994230581568"
"0","20250612","0.98983888526","0.98983888526"
"0","20250613","1.00392862076","1.00392862076"
"0","20250616","0.995097901416","0.995097901416"
"0","20250617","1.00654233523","1.00654233523"
"0","20250618","1.00187254923","1.00187254923"
"0","20250619","1.0040552635","1.0040552635"
"0","20250620","0.995269313773","0.995269313773"
"0","20250623","0.998429472427","0.998429472427"
"0","20250624","0.991247224752","0.991247224752"
"0","20250625","0.999598261169","0.999598261169"
"0","20250626","0.991265188022","0.991265188022"
"0","20250627","0.999003459173","0.999003459173"
"0","20250630","0.997958834699","0.997958834699"
"0","20250701","0.996024193892","0.996024193892"
"0","20250702","1.00108963365","1.00108963365"
"0","20250703","1.00148725303","1.00148725303"
"0","20250704","0.99741880451","0.99741880451"
"0","20250707","1.0039623042","1.0039623042"
"0","20250708","1.00452247945","1.00452247945"
"0","20250709","0.997754906782","0.997754906782"
"0","20250710","1.00348566002","1.00348566002"
"0","20250711","0.998701446856","0.998701446856"
"0","20250714","1.00099777654","1.00099777654"
"0","20250715","1.00654103009","1.00654103009"
"0","20250716","1.00215916035","1.00215916035"
"0","20250717","1.00090551028","1.00090551028"
"0","20250718","0.993958576052","0.993958576052"
"0","20250721","0.994991414467","0.994991414467"
"0","20250722","0.997406668091","0.997406668091"
"0","20250723","0.998955015567","0.998955015567"
"0","20250724","0.996768418698","0.996768418698"
"0","20250725","1.00356971062","1.00356971062"
"0","20250728","1.00925005328","1.00925005328"
"0","20250729","1.01152964554","1.01152964554"
"0","20250730","1.00430348232","1.00430348232"
"0","20250731","1.003506348","1.003506348"
"0","20250801","0.988888580665","0.988888580665"
"0","20250804","0.998990220261","0.998990220261"
"0","20250805","0.999848664015","0.999848664015"
"0","20250806","0.993896906882","0.993896906882"
"0","20250807","1.00040141057","1.00040141057"
"0","20250808","0.996637029469","0.996637029469"
"0","20250811","1.00590582104","1.00590582104"
"0","20250812","0.993812613176","0.993812613176"
"0","20250813","0.993895290989","0.993895290989"
"0","20250814","1.00582404326","1.00582404326"
"0","20250815","0.994897157191","0.994897157191"
"0","20250818","1.00473195227","1.00473195227"
"0","20250819","0.999199794248","0.999199794248"
"0","20250820","1.00094959306","1.00094959306"
"0","20250821","1.00465179414","1.00465179414"
"0","20250822","0.989805438385","0.989805438385"
"0","20250825","1.00278793309","1.00278793309"
"0","20250826","1.003593071","1.003593071"
"0","20250827","1.00610706624","1.00610706624"
"0","20250828","0.992200196239","0.992200196239"
"0","20250829","0.996550886851","0.996550886851"
"0","20250901","0.999352082443","0.999352082443"
"0","20250902","1.00483177859","1.00483177859"
"0","20250903","0.999949980708","0.999949980708"
"0","20250904","1.00285097741","1.00285097741"
"0","20250905","0.989821648045","0.989821648045"
"0","20250908","0.999154997231","0.999154997231"
"0","20250909","1.00134109195","1.00134109195"
"0","20250910","1.00039781784","1.00039781784"
"0","20250911","0.999950255809","0.999950255809"
"0","20250912","1.00009948414","1.00009948414"
"0","20250915","0.99691572866","0.99691572866"
"0","20250916","0.99067235074","0.99067235074"
"0","20250917","1.0001968866","1.0001968866"
"0","20250918","1.00728603376","1.00728603376"
"0","20250919","1.00178341542","1.00178341542"
"0","20250922","0.998610775642","0.998610775642"
"0","20250923","0.997621304791","0.997621304791"
"0","20250924","1.005192809","1.005192809"
"0","20250925","1.00665663984","1.00665663984"
"0","20250926","0.998451194707","0.998451194707"
"0","20250929","0.99620796271","0.99620796271"
"0","20250930","0.998010656436","0.998010656436"
"0","20251001","1.00049648936","1.00049648936"
"0","20251002","1.00312921456","1.00312921456"
"0","20251003","0.99731060315","0.99731060315"
"0","20251006","1.0023850773","1.0023850773"
"0","20251007","1.00522804378","1.00522804378"
"0","20251008","1.00430129029","1.00430129029"
"0","20251009","1.00396580544","1.00396580544"
"0","20251010","1.00015111385","1.00015111385"
"0","20251013","1.00191435665","1.00191435665"
"0","20251014","0.99661913978","0.99661913978"
"0","20251015","0.997031426538","0.997031426538"
"0","20251016","0.994680166036","0.994680166036"
"0","20251017","1.00094922711","1.00094922711"
